页码,评论者昵称,评论星级,评论时间,评论者IP属地,有用数,评论内容
11,薇羅尼卡,4星,2023/5/5 17:12,广东,19,《复联4》之后最好看的漫威！虽然内核是我们熟悉的“weare伐木累”，谁让范·迪塞尔有出演呢，哈哈哈哈。但是真的感动，不知道为啥，可能是年纪大了吧，看到片尾前两部的剧照都感动的不行那种。反正推荐去看IMAX，买不了吃亏买不了上当，银护系列我还能再看下一个十年！
12,不良生,3星,2023/5/12 18:08,江苏,7,以前认识一个男孩，在小城最后那些年，是一份让人觉得喜悦的友谊存在。我们一起去电影院看漫威，那阵子觉得漫威系列还挺有意思。后来我离开小城，他和妻儿一直生活在那里，渐行渐远渐无书。我对漫威短暂的兴趣永远留在了那时。或许本来我就并不喜欢这类电影，只是刚好当时一起看的人是令人欢喜的人吧。
12,Amelia.,1星,2023/5/5 15:59,浙江,46,男主可以去死不
12,热忱这般,5星,2023/5/5 22:06,上海,39,自己和队友，总有一个正在丢。永远在救人的路上。
12,小于稣牧,3星,2023/5/7 12:01,河北,20,越来越不好看了……超英电影需要进步啊，不能总是原地踏步走。全程并没有太触动的地方，都是套路。
12,草威,4星,2023/5/7 16:46,北京,12,挺好看的，但是那个关浣熊的笼子窟窿实在太大了。。这还用刷卡越狱吗？
12,蚂蚁没问题,4星,2023/5/7 11:54,河北,16,特别人文特别动保，小动物和小孩确实是我死穴，没法子，火箭当然是最好最厉害的银河护卫队成员
12,曾良君,5星,2023/5/16 0:31,江苏,19,火箭和朋友们的故事眼泪狂流，一起冒险的银护朋友们也要踏上各自新的人生旅程了，想来人生总有分道扬镳的那一刻。
12,Bueno�,3星,2023/5/14 22:33,江苏,16,3.5感觉银河系已经没有大事了，随便进化，毁灭，重生。然后流行音乐用太多了，好多次我都想关掉音乐，如果我可以的话。
12,免贵姓人鱼,5星,2023/5/6 17:00,江苏,36,我不管别人怎么说，我就喜欢这种讲family的片。配乐没有不如第一部啦，还是那种乡村摇滚的风格，配挺好。最喜欢看他们打架，爽极了～然后就是流了不少眼泪，喜欢小动物的人受不了～银护是唯一复联结束后我还惦记的系列了，我觉得再有我还会看。
12,反派,3星,2023/6/5 19:14,上海,11,故事讲的不错，但是反派太弱了，大战太小儿科了，超英电影的反派没落了
12,_aryl,3星,2023/5/6 14:09,北京,16,开头配不插电版的creep很棒
12,lan,3星,2023/7/16 13:56,广东,9,3.5。工业电影的成熟作品，肯定不难看，出了就会看，看了也会忘，忘了又有的看了
12,LWT的坟墓,4星,2023/5/6 1:16,江苏,31,本来对银河护卫队不怎么感冒但这部远超前两部充分展现了银河护卫队的精神内核（浪漫、激情、悲剧底色）对各个角色都进行了进一步塑造眼眶湿了好几次站在宇宙中心呼唤爱的命题永不过时。（戴着锈迹斑斑的义肢的纯真小动物在黑暗牢笼中玩耍这种情景简直是噩梦中的噩梦�）观众氛围极好情怀可打五星
12,鬼腳七,4星,2023/5/4 10:19,北京,28,三部曲还是挺保持统一的，银河护卫队成员都得死爸爸，亚当没爸爸那也得牺牲个妈。还是给了离场&重开一个非常完美的转折，这部分情怀甚至可以让人忽略至高进化这个史上最没地位的反派的存在（哪个反派boss会被手下人用枪指啊，丢脸），三星半，主要问题还是亚当那部分太仓促了
12,老陈旧事,4星,2023/5/21 22:32,贵州,14,我很喜欢关于卡魔拉的结局真的是对爱情的尊重滚导真的很会真的是一次很好的告别尤其是银护一第一首歌一响起来我就回倒了八年前可以说银护是我最喜欢的marvel系列吧没烂尾真的谢谢
12,Christopher R,2星,2023/5/5 20:41,广东,22,各个角色都很可爱，尤其是术士，太萌了，最后救星爵的时候竟然很好磕这对cp啊hhhhhhh，新的银河护卫队感觉更吸引人啊，每个人的能力区别很大又很有意思，小女孩手上发蓝光是什么能力？想知道！但剧情真的稀巴烂，每个人的武力值飘忽不断，反派更是一言难尽。现在都没人认真讲故事了吗？
12,有心打扰,3星,2023/5/6 2:35,福建,11,1.为加强银河生物保护，加强社会关爱低能人士，提高环保理念，银河护卫队再次展开一系列行动，最终取得相当不错的成果；2.食之无味，弃之完全不可惜的作品，两个半小时的无聊故事，毫无惊喜，几近煎熬程度；3.只有两三场动作戏勉强能看，就这样吧，复联4后最佳？就这？？
12,ReMinD,3星,2023/7/5 0:06,新加坡,13,怎么大家都评价那么高被漫威拉低底线了么。我感觉就是假摇假摆的样子货。混乱且无序。不至于有那么一面倒的好评。
12,嘎嘎pp,5星,2023/5/6 1:05,江苏,41,让我活在银护宇宙里。
12,Donuts�️,3星,2023/5/14 23:18,北京,10,一些令人羡慕的美式大傻子……
13,just,3星,2023/5/12 22:55,黑龙江,13,真的太一般了，低幼，脸谱化，惯用反差萌就不萌了，强行制造和谐社会，强行合家欢，音乐我也并不喜欢。已经完全忘了好多人物，几乎想不起了2的情节。只有火箭和格鲁普才是这个系列的亮点。
13,oDD-O-o,5星,2023/5/5 17:07,北京,14,不仅仅是完美的落幕，也是一则生态寓言。至高进化对生命的肆意控制与创造令他与灭霸一样被视为是生态法西斯主义者。第三幕银河护卫队的拯救行动在一开始只针对于高等生物，但火箭对其他物种的拯救意味着任何生命都有其生存的权利。而这种尊重每一个个体的价值观也让银河护卫队的解散有了更深层次的意义。每一位成员都在追寻个人意义的道路上充分发挥出自己的价值。詹姆斯•古恩延续了他在DC《X特遣队》中就进行过的生态表达，足以证明他是一位在好莱坞类型片领域都足够优秀的真正电影“作者”。
13,冬瓜,3星,2023/5/12 23:12,浙江,13,除了火箭熊的回忆部分，其余的还是一贯漫威的尴聊尴笑，那个有点恶心的公司总部还有里面奇形怪状的人物服侍，还有那个反地球上的生物令人很反感。要不是回忆➕一星，本身只值二星
13,Rábano,5星,2023/5/5 19:40,安徽,16,导演了解每一个角色，珍惜每一个角色，才是成功的关键。不玩梗，这次真的是“有笑有泪，漫威最佳”
13,wise,5星,2023/7/27 22:03,江苏,15,非常后悔没有去电影院看，非常喜欢这个系列每一部。
13,Kea,1星,2023/5/7 21:31,江苏,34,吵闹、丑陋、简单、烂俗……两个小时的Mv，漫威你行不行？不行别拍了，浪费我时间。
13,忧国的cxk,5星,2023/5/6 23:01,广东,18,是我喜欢的漫威，没有生硬的重新集合，大家各奔自己所向往的地方，星爵也释怀了，螳螂女的女性独立意识也觉醒，星爵差点因为捡卡带而死去，浣熊经历蜕变懂得责任与善良，卡魔拉过上没有星爵的生活。一首一首的老歌放过，两个半小时转瞬即逝，虽说影片还有很多缺陷，但确实是这几年漫威最棒的，纪念我将近思四年来第一次在电影院看漫威，五星因为我的喜欢和开心。
13,不眠飞行,1星,2023/5/14 9:07,河北,29,这个破玩意7分到头了，8.5分搞笑呢，刷子们做个人吧
13,诸葛若见,4星,2023/5/11 20:15,北京,5,火箭本来很温顺，因为朋友们被伤害变得暴躁。火箭不喜欢别人叫他浣熊，但最后拯救小浣熊们。星爵离开地球很久，决定回去找外公，他们都与从前的自己和解了。最好看的一部银护，观众们听懂了格鲁特，因为大家都成了银河护卫队。
13,猪头妖怪,2星,2023/5/9 1:24,新加坡,11,这个故事吧，别说结构了，连质地都没了。剩下的全是肤浅而空洞、廉价且粗糙的煽情，而且其中一半的煽情还是靠的音乐。本来就已经挺难看的了，还拖泥带水拍了150分钟。于是就更难看了。
13,雾都一枝花儿,4星,2023/5/3 15:03,重庆,47,#2023.04.28北京首映礼#的确是近几年最好的漫威电影，制作水准在线，故事结构流畅自然，每个角色都有高光时刻。终结篇把“爱”这个主题贯穿始终。往大了说，这一部是对星球文明、生命个体的尊重和坚守，是对集体英雄主义的热血推崇。但跟“大爱”相比，更加打动人的是所谓的“小爱”：奋不顾身破除重重困难也要拯救的朋友，互相嫌弃又惺惺相惜的战友，无法重来只能释怀的恋爱……一群“奇怪”生命体组成的银河护卫队，当他们聚在一起时，这些细碎的故事才有了意义。相聚是人生难能可贵的时刻，分别才是常态。感谢银河护卫队近十年的陪伴❤️Ps.《ComeAndGetYourLove》战歌一响，可以开始哭了！
13,“∞”,5星,2023/5/5 12:30,四川,24,银护还是那个银护，欢乐友情趣味自由以及感动，滚导的音乐和画面审美太好了，爱死这帮怪胎了，确实是复联四后最佳漫威电影，作为三部曲收官作的结局太棒了。
13,后自愈,3星,2023/5/12 21:36,北京,18,银河护卫队也称为全队吐狼奶，三部曲每部的母题都是弑父。妇联4解决了大爹，又来一个低配的小爹，在与爹的作战中寻找自我，这是全球共通的精神疾病。
13,慕容复,5星,2023/5/7 15:34,黑龙江,8,终于又有一部值得一看的漫威电影，竟然让我有了一丝感动
13,痴子,1星,2023/5/8 20:30,天津,39,曾经看复联4泣不成声的我没想到有一天看漫威会直接在电影院睡着。睡醒透气的时候想着看看豆瓣评分，我估计也就4分最多了，没想到8.5。我不懂你们有什么情怀能把这样一个剧情俗套、插科打诨全是冷笑话、反派人设跟智障一样的电影打出这么高的分。我本来已经卸载豆瓣了，越想越不爽，又下载回来，这么烂的电影必须喷完再卸。漫威已死，至少在我心中死了。
13,木大七,3星,2023/8/4 13:46,上海,11,漫威过敏了已经号称近几年最好的漫威电影还是看的没什么感觉这个系列还是一如既往的反派boss战力崩盘智力低下
13,焱返,5星,2023/5/14 0:49,福建,9,我想我喜欢星爵的原因就是因为他是个为了捡mp4差点死了的傻逼，他依然是那个因为老婆死了暴打老婆失败的爹害世界遭大难的傻逼，在所有压力到来的时刻，他选择的永远是爱的人们而不是自己和世界，整个银护多少都是这种作风，这部的行动理由整个就是没有什么意义，只是因为我们是家人就要杀穿宇宙就要救，而这其中，是人性的弱点，就是人性的光辉。第三部，认识自我，接纳自我，你是你故事的主角。四个小动物望着天花板，因为背景的邪恶，使得这种单纯非常动人，以及和小小浣熊碰鼻子，正视自己曾经就是那个幼小脆弱什么也不是的小浣熊，真正的解脱来自于透视痛苦而不是忽视痛苦。再给卡魔拉一次机会，她还是会爱星爵，因为她还是爱傻逼，但是认识自我就是要自己完成的，即使别人告诉你比你更懂你，也是要像螳螂女那样“面对恐惧”且“我有能力”。
13,Joe Joel,5星,2023/5/15 21:53,北京,24,在漫威四阶段几乎集体摆烂的情况下，衬托着这样一部正常水平的银护3都显得格外好看起来。这个分数很难客观，就连我也因为最后的"Comeandgetyourlove"而忍不住多给一星。滚导还是懂煽情的，这种煽情不是把音乐情绪架在那边，或者让角色悲壮的死掉，然后在你耳边逼逼赖赖的说，你快给我哭。这种煽情是那样一场大战结束后，所有高冷的，奇葩的，不和谐的生物突然变成一个大集体，在欢乐的音乐下翩然起舞，让你一边感叹真好，一边掉下眼泪。作为三部曲的完结篇，真好。
13,乌鸦火堂,4星,2023/5/8 20:02,北京,17,复联4之后最好的漫威电影，故事依旧是常规水准，但情节优秀，人设鲜明，太空歌剧的浪漫与冒险情怀融合，让电影娱乐性非常高调，最出色的是视觉奇观和音乐，《银护》永远系列是MCU的视听标杆。个人最喜欢的是脑洞大开的视觉风格，萌宠与恶趣味相互交织，尤其是赛博格艺术，包括血肉组成的有机星球、形态各异的生化改造人，有当年玩《雷神之锤》的感觉（有机星球绝对是quake4里Strogg的血肉工厂）。看完之后感慨万千啊，以恶趣味著称的特罗马公司出身的滚导，自从加盟漫威之后，使得恐怖片领域失去一位伟大的导演，如今漫威也失去了他。
